Merging_tech_replicates ccp,,,,,,,,,,,,,,,,,,,,,,,,
GSM1898014,GSM1898006,GSM2706319,GSM2706320,GSM2706321,GSM2706323,GSM2706324,GSM2706325,GSM2706326,GSM2706327,GSM2706328,GSM3004143,GSM3004144,GSM3004145,GSM3004146,GSM3004147,GSM3004148,GSM3004149,GSM3004150,GSM3004151,GSM3004152,GSM3004153,GSM3004154,GSM3004155,GSM3004156
GSM1898015,GSM1898008,GSM2706332,GSM2706333,GSM2706334,GSM2706336,GSM2706337,GSM2706338,GSM2706339,GSM2706340,GSM2706341,GSM3004161,GSM3004162,GSM3004163,GSM3004164,GSM3004165,GSM3004166,GSM3004167,GSM3004168,GSM3004169,GSM3004170,GSM3004171,GSM3004172,GSM3004173,GSM3004174
