merging technical replicate PI3K,,,,,,,,,
GSM2706319,GSM2706320,GSM2706321,GSM2706322,GSM2706323,GSM2706324,GSM2706325,GSM2706326,GSM2706327,GSM2706328
GSM2706332,GSM2706333,GSM2706334,GSM2706335,GSM2706336,GSM2706337,GSM2706338,GSM2706339,GSM2706340,GSM2706341
