Removed samples and series PI3K ,,,
Series,Reason,Sample,Reason 
,,GSM2493169,irrelevant knockout
,,GSM2493170,irrelevant knockout
,,GSM2493171,irrelevant knockout
,,GSM2493172,irrelevant knockout
,,GSM2493173,irrelevant knockout
,,GSM2493174,irrelevant knockout
,,GSM2493175,irrelevant knockout
,,GSM2493176,irrelevant knockout
,,GSM2493177,irrelevant knockout
,,GSM2493178,irrelevant knockout
,,GSM2493179,irrelevant knockout
,,GSM2493180,irrelevant knockout
,,GSM2493181,irrelevant knockout
,,GSM2493182,irrelevant knockout
,,GSM2493183,irrelevant knockout
,,GSM2493184,irrelevant knockout
,,GSM2493185,irrelevant knockout
,,GSM2493186,irrelevant knockout
,,GSM2493187,irrelevant knockout
,,GSM2493188,irrelevant knockout
,,GSM2493189,irrelevant knockout
,,GSM2493190,irrelevant knockout
,,GSM2493191,irrelevant knockout
,,GSM2493192,irrelevant knockout
,,GSM2493193,irrelevant knockout
,,GSM2493194,irrelevant knockout
,,GSM2493195,irrelevant knockout
,,GSM2493196,irrelevant knockout
,,GSM2493197,irrelevant knockout
,,GSM2493198,irrelevant knockout
,,GSM2493199,irrelevant knockout
,,GSM2493200,irrelevant knockout
,,GSM2493201,irrelevant knockout
,,GSM2493202,irrelevant knockout
,,GSM2493203,irrelevant knockout
,,GSM2493204,irrelevant knockout
,,GSM2493205,irrelevant knockout
,,GSM2493206,irrelevant knockout
,,GSM2876329,resistant to treatment
,,GSM2876330,resistant to treatment
,,GSM2876331,resistant to treatment
,,GSM2876335,resistant to treatment
,,GSM2876336,resistant to treatment
,,GSM2876337,resistant to treatment
,,GSM3231616,resistant to treatment
,,GSM3231617,resistant to treatment
,,GSM3231618,resistant to treatment
,,GSM3231622,resistant to treatment
,,GSM3231623,resistant to treatment
,,GSM3231624,resistant to treatment
,,GSM3098024,irrelevant treatment
,,GSM3098025,irrelevant treatment
,,GSM3098026,irrelevant treatment
,,GSM3098027,irrelevant treatment
,,GSM3098028,irrelevant treatment
,,GSM3098029,irrelevant treatment
,,GSM3098030,irrelevant treatment
,,GSM3098031,irrelevant treatment
,,GSM3098032,irrelevant treatment
,,GSM3098033,irrelevant treatment
,,GSM3098034,irrelevant treatment
,,GSM3098035,irrelevant treatment
,,GSM3098036,irrelevant treatment
,,GSM3098037,irrelevant treatment
,,GSM3098038,irrelevant treatment
,,GSM3098039,irrelevant treatment
,,GSM3098040,irrelevant treatment
,,GSM3098041,irrelevant treatment
,,GSM3098042,irrelevant treatment
,,GSM3098043,irrelevant treatment
,,GSM3098044,irrelevant treatment
,,GSM3098045,irrelevant treatment
,,GSM3098046,irrelevant treatment
,,GSM3098047,irrelevant treatment
,,GSM3347860,irrelevant overexpression
,,GSM3347864,irrelevant overexpression
,,GSM3347865,irrelevant overexpression
,,GSM3347869,irrelevant overexpression
,,GSM3347870,irrelevant overexpression
,,GSM3347871,irrelevant overexpression
,,GSM3347872,irrelevant overexpression
,,GSM3347873,irrelevant overexpression
,,GSM3347874,irrelevant overexpression
,,GSM3347875,irrelevant overexpression
,,GSM3347876,irrelevant overexpression
,,GSM3347877,irrelevant overexpression
,,GSM3347878,irrelevant overexpression
,,GSM3347879,irrelevant overexpression
,,GSM3347880,irrelevant overexpression
,,GSM3347881,irrelevant overexpression
,,GSM3347882,irrelevant overexpression
,,GSM3347883,irrelevant overexpression
,,GSM3347884,irrelevant overexpression
,,GSM3347888,irrelevant overexpression
,,GSM3347889,irrelevant overexpression
,,GSM3347893,irrelevant overexpression
,,GSM3347894,irrelevant overexpression
,,GSM3347895,irrelevant overexpression
,,GSM3347896,irrelevant overexpression
,,GSM3347897,irrelevant overexpression
,,GSM3347898,irrelevant overexpression
,,GSM3347899,irrelevant overexpression
,,GSM3347900,irrelevant overexpression
,,GSM3347901,irrelevant overexpression
,,GSM3347902,irrelevant overexpression
,,GSM3347903,irrelevant overexpression
,,GSM3347904,irrelevant overexpression
,,GSM3347905,irrelevant overexpression
,,GSM3347906,irrelevant overexpression
,,GSM3347907,irrelevant overexpression
,,GSM3347908,irrelevant overexpression
,,GSM3347912,irrelevant overexpression
,,GSM3347913,irrelevant overexpression
,,GSM3347917,irrelevant overexpression
,,GSM3347918,irrelevant overexpression
,,GSM3347919,irrelevant overexpression
,,GSM3347920,irrelevant overexpression
,,GSM3347921,irrelevant overexpression
,,GSM3347922,irrelevant overexpression
,,GSM3347923,irrelevant overexpression
,,GSM3347924,irrelevant overexpression
,,GSM3347925,irrelevant overexpression
,,GSM3347926,irrelevant overexpression
,,GSM3347927,irrelevant overexpression
,,GSM3347928,irrelevant overexpression
,,GSM3347929,irrelevant overexpression
,,GSM3347930,irrelevant overexpression
,,GSM3347931,irrelevant overexpression
,,GSM3347935,irrelevant overexpression
,,GSM3347936,irrelevant overexpression
,,GSM3347940,irrelevant overexpression
,,GSM3347941,irrelevant overexpression
,,GSM3347942,irrelevant overexpression
,,GSM3347943,irrelevant overexpression
,,GSM3347944,irrelevant overexpression
,,GSM3347945,irrelevant overexpression
,,GSM3347946,irrelevant overexpression
,,GSM3347947,irrelevant overexpression
,,GSM3347948,irrelevant overexpression
,,GSM3347949,irrelevant overexpression
,,GSM3347950,irrelevant overexpression
,,GSM3347951,irrelevant overexpression
,,GSM3347952,irrelevant overexpression
,,GSM3347953,irrelevant overexpression
,,GSM3347954,irrelevant overexpression
,,GSM2706329,irrelevant knockout
,,GSM2706330,irrelevant knockout
,,GSM2706331,irrelevant knockout
,,GSM2706342,irrelevant knockout
,,GSM2706343,irrelevant knockout
,,GSM2706344,irrelevant knockout
,,GSM3004157,irrelevant knockout
,,GSM3004158,irrelevant knockout
,,GSM3004159,irrelevant knockout
,,GSM3004160,irrelevant knockout
,,GSM3004175,irrelevant knockout
,,GSM3004176,irrelevant knockout
,,GSM3004177,irrelevant knockout
,,GSM3004178,irrelevant knockout
,,GSM3070232,irrelevant cell line 
,,GSM3070233,irrelevant cell line 
,,GSM3070234,irrelevant cell line 
,,GSM3070235,irrelevant cell line 
,,GSM3070236,irrelevant cell line 
,,GSM3070237,irrelevant cell line 
,,GSM3070241,irrelevant knockout
,,GSM3070242,irrelevant knockout
,,GSM3070243,irrelevant knockout
,,GSM3721960,irrelevant knockout
,,GSM3721961,irrelevant knockout
,,GSM3721962,irrelevant knockout
,,GSM3721963,irrelevant knockout
,,GSM3721964,irrelevant knockout
,,GSM3721965,irrelevant knockout
,,GSM3721969,irrelevant knockout
,,GSM3721970,irrelevant knockout
,,GSM3721971,irrelevant knockout
,,GSM3721979,irrelevant knockout
,,GSM3721980,irrelevant knockout
,,GSM3721981,irrelevant knockout
,,GSM3673583,irrelevant knockout
,,GSM3673584,irrelevant knockout
,,GSM3673585,irrelevant knockout
,,GSM3673586,irrelevant knockout
,,GSM3673587,irrelevant knockout
,,GSM3673588,irrelevant knockout
,,GSM3910177,irrelevant knockout
,,GSM3910178,irrelevant knockout
,,GSM3098048,irrelevant dosis
,,GSM3098049,irrelevant dosis
,,GSM3098050,irrelevant dosis
,,GSM3098051,irrelevant dosis
,,GSM3098052,irrelevant dosis
,,GSM3098053,irrelevant dosis
,,GSM3098054,irrelevant dosis
,,GSM3098055,irrelevant dosis
,,GSM1709533,irrelevant treatment
,,GSM1709534,irrelevant treatment
,,GSM1709535,irrelevant treatment
,,GSM1709536,irrelevant treatment
,,GSM1709537,irrelevant treatment
,,GSM1709538,irrelevant treatment
,,GSM1709539,irrelevant treatment
,,GSM1709540,irrelevant treatment
,,GSM1709541,irrelevant treatment
,,GSM1709542,irrelevant treatment
,,GSM1709543,irrelevant treatment
,,GSM1709544,irrelevant treatment
,,GSM1709545,irrelevant treatment
,,GSM1709546,irrelevant treatment
,,GSM1709547,irrelevant treatment
,,GSM1709548,irrelevant treatment
,,GSM1709549,irrelevant treatment
,,GSM1709550,irrelevant treatment
,,GSM2082511,heterozygous mutant
,,GSM2082512,heterozygous mutant
,,GSM2082517,heterozygous mutant
,,GSM2082518,heterozygous mutant
,,GSM2082523,heterozygous mutant
,,GSM2082524,heterozygous mutant
,,GSM2082529,heterozygous mutant
,,GSM2082530,heterozygous mutant
,,GSM2082541,no difference between case and control
,,GSM2082542,no difference between case and control
,,GSM2082553,no difference between case and control
,,GSM2082554,no difference between case and control
,,GSM2082565,no difference between case and control
,,GSM2082566,no difference between case and control
,,GSM2082577,no difference between case and control
,,GSM2082578,no difference between case and control
,,GSM4101089,outlier
,,GSM3737431,no difference between case and control
,,GSM3737432,no difference between case and control
,,GSM3737433,no difference between case and control
,,GSM3737434,no difference between case and control
,,GSM3737435,no difference between case and control
,,GSM3737436,no difference between case and control
,,GSM3737437,no difference between case and control
,,GSM3737438,no difference between case and control
,,GSM3737439,no difference between case and control
,,GSM3737440,no difference between case and control
,,GSM3737441,no difference between case and control
,,GSM3737442,no difference between case and control
,,GSM3737443,no difference between case and control
,,GSM3737444,no difference between case and control
,,GSM3737445,no difference between case and control
,,GSM3737446,no difference between case and control
,,GSM3737447,no difference between case and control
,,GSM3737448,no difference between case and control
,,GSM3737449,no difference between case and control
,,GSM3737450,no difference between case and control
,,GSM3737451,no difference between case and control
,,GSM3737452,no difference between case and control
,,GSM3737453,no difference between case and control
,,GSM3737454,no difference between case and control
,,GSM3004144,outlier
,,GSM1709524,no difference between case and control
,,GSM1709525,no difference between case and control
,,GSM1709526,no difference between case and control
,,GSM1709542,no difference between case and control
,,GSM1709543,no difference between case and control
,,GSM1709544,no difference between case and control
,,GSM1709563,no difference between case and control
,,GSM1709564,no difference between case and control
,,GSM1709565,no difference between case and control
,,GSM1709581,no difference between case and control
,,GSM1709582,no difference between case and control
,,GSM1709583,no difference between case and control
,,GSM2082527,no difference between case and control
,,GSM2082528,no difference between case and control
,,GSM2082529,no difference between case and control
,,GSM2082530,no difference between case and control
,,GSM2082531,no difference between case and control
,,GSM2082532,no difference between case and control
