sample_id	cell_cycle	metastasis	hypoxia	notch	p53	pi3k
SRR1073267	0.0248410472183264	0.169062570082978	0.150200699359189	0.139941573756432	0.109137577002053	0.112354088332679
SRR1073341	0.0293478260869565	0.127857516633027	0.108279049994897	0.128046383647799	0.0850783371317252	0.109750126269712
SRR1073389	0.0509887798036466	0.145647753606937	0.0990317627550179	0.0991236063464837	0.0800817594452091	0.102627111510186
SRR1073531	0.145136746143057	0.00465575241085447	0.0282816896653066	0.0147137650085764	0.0548596851471594	0.106979207587407
SRR1073581	0.0337529219261337	0.196395305374897	0.152083766564124	0.142384934248142	0.0978988499522381	0.120557410629104
SRR1073631	0.112069892473118	0.0551072736787023	0.128202422818416	0.111322541452258	0.195100074463524	0.164499270441663
SRR1073705	0.0357608695652174	0.240208566943261	0.147513453494609	0.122587907375643	0.102397499830765	0.109810455132162
SRR1073755	0.0284420289855073	0.0423353517231068	0.116340787588638	0.088881146369354	0.0902862708817534	0.132821005668107
SRR1073878	0.0536079943899018	0.131492860880616	0.0946348698926406	0.0827660448827902	0.0774078419868974	0.101920001122397
SRR1073923	0.039007713884993	0.232611945877252	0.129328119472711	0.111139401086335	0.109800979308166	0.105388209214883
SRR1073947	0.039900654511454	0.109398220826792	0.0746953828020869	0.126402587192681	0.102878880188942	0.137640299680117
SRR1074017	0.0813604488078542	0.253956791507812	0.140119306963742	0.0905919453973699	0.108373385683447	0.110416549750267
SRR1074066	0.0375876577840112	0.112112581296255	0.11740509655899	0.0798626000571755	0.138877105098871	0.117437145743308
SRR1074116	0.0168267882187938	0.205774089855723	0.134839198798643	0.107941144939966	0.132455942414875	0.122542651102756
SRR1074140	0.036643291257597	0.175633550123346	0.134059575212574	0.107914343910806	0.106386939549157	0.120967085695045
SRR1074289	0.0711407199625994	0.150811841220005	0.140799942909454	0.139919239565466	0.178155485855691	0.140418233346428
SRR1074359	0.039486909770921	0.0518008522090154	0.124892859307869	0.0467231275014294	0.108222954321517	0.129542202143779
SRR1074385	0.0284712482468443	0.078282873588996	0.107692030267198	0.135380931961121	0.11676745567916	0.104536590156574
SRR1074410	0.0303938756428238	0.133021604246094	0.10339105566098	0.151921633790738	0.113542207279374	0.133469190190246
SRR1074430	0.0473784478728377	0.208095985647006	0.116272493790252	0.137627751572327	0.0896785281795549	0.120772069139682
SRR1074474	0.0315018700327255	0.0884368692531958	0.124578247427664	0.0832261292166953	0.116411685508195	0.139751809865874
SRR1074578	0.119904160822814	0.0859348134858339	0.112099665974265	0.12592016866781	0.193401704387331	0.158039873169089
SRR1074622	0.0378751753155681	0.234105554309636	0.134496962460664	0.0970911949685535	0.105908567818219	0.110329563948594
SRR1074719	0.0375549322113137	0.0330888839052105	0.118325911818127	0.0362617924528302	0.0947164744906017	0.129202676917897
SRR1074790	0.0433111266947172	0.201956342976751	0.12176745884915	0.0980604988564894	0.102146279456341	0.107265418934845
SRR1074815	0.0409198223468911	0.158338192419825	0.116682256580568	0.121091516580903	0.0840659340659341	0.135374459846232
SRR1074934	0.0497545582047686	0.13056066382597	0.126792808125888	0.102652408519154	0.128380004663372	0.137434059150345
SRR1074980	0.144968443197756	0.265300889586604	0.142802716098076	0.0673599199542596	0.0988841753728817	0.123200656602503
SRR1075004	0.0385892940626461	0.172328623757195	0.131566467898462	0.115472234133791	0.103561086415296	0.13246324148381
SRR1075028	0.0422674146797569	0.26410032144726	0.133228539441203	0.0997221626643796	0.11182277681251	0.113064004714069
SRR1075054	0.0443735390369331	0.176946998579652	0.129491564181207	0.0999008361921098	0.0916446660799843	0.131993237555418
SRR1075078	0.0242531556802243	0.128159527547283	0.0974410543948594	0.121435463121784	0.111164639604065	0.136969667209159
SRR1075174	0.0138651238896681	0.112887044927861	0.122297694969203	0.141965051457976	0.104745733390497	0.10772840787923
SRR1075247	0.0772194950911641	0.128766539582866	0.136337058286839	0.160931246426529	0.191558920203684	0.146068101464729
SRR1075294	0.035784244974287	0.156177767810421	0.117103529561623	0.123262399942825	0.0838147136915104	0.133296621583703
SRR1075314	0.0661290322580645	0.106137400014951	0.100943989109825	0.0306603773584906	0.128131040759378	0.144364863348111
SRR1075336	0.0204172510518934	0.0881565373402108	0.123578395525452	0.138681925385935	0.138033185158442	0.100582945170885
SRR1075360	0.0512096774193548	0.143742991702175	0.104064018146199	0.0877510363064609	0.0803314755060135	0.112348476345474
SRR1075408	0.161089294062646	0.280017941242431	0.148872423347885	0.0742567181246426	0.082677452595317	0.112996660867613
SRR1075433	0.0148702664796634	0.0487074829931973	0.101078274668449	0.116789951400801	0.0704549044384774	0.123463017004321
SRR1075484	0.0460811126694717	0.163350527023996	0.159257684778847	0.113203080331618	0.135490142985009	0.11699520175094
SRR1075530	0.0702805049088359	0.228326979143306	0.147776653189512	0.155218160377358	0.132547705545652	0.13331766653572
SRR1075631	0.0107410004675081	0.155889212827988	0.13955607496357	0.113779302458548	0.0920372919346225	0.100734468825411
SRR1075659	0.0852255726975222	0.259993272034088	0.133270743473914	0.0682041523727844	0.128886958353077	0.11064944721926
SRR1075683	0.216576671341749	-0.102380204829184	0.0443621934740288	-0.00577115494568325	0.095858248527653	0.170174392502385
SRR1075778	0.113453716690042	0.298107946475293	0.159833961661857	0.104090730417381	0.0947232439018887	0.106207559346765
SRR1075804	-0.0096002805049088	0.0567070344621364	0.108423311052162	0.084244568324757	0.0907435822220216	0.105050086985802
SRR1075825	0.0339329125759701	0.196609852732302	0.124420941487562	0.12258344053745	0.108505013125136	0.104125512093832
SRR1075947	0.0247031323048154	0.196999327203409	0.120370889039459	0.111849628359062	0.0845360320719664	0.111989309164375
SRR1076072	0.00245675549322111	0.0225932570830529	0.0741490324149991	0.101602701543739	0.0567212732510474	0.130341910320445
SRR1076120	0.0328669939223937	0.162704642296479	0.117014517419906	0.164589586906804	0.156134590939519	0.137366715303889
SRR1076244	0.0128880317905563	0.114560065784556	0.0864580303915077	0.148361563750715	0.0946660799843552	0.0957566361748695
SRR1076268	0.0350035063113605	0.17855273977723	0.127194897455711	0.0976674170954831	0.112162751690473	0.125838290588697
SRR1076292	0.0544974287050023	0.169116393810271	0.205006088890901	0.139284948542024	0.193409225955427	0.146097564397553
SRR1076317	0.0870663861617578	0.271889810869403	0.139668874832814	0.0807559676958262	0.116458319230393	0.10999985970032
SRR1076490	0.155979429640019	0.00453091126560512	0.0326709090671912	0.0184435748999429	0.0529913276319847	0.107459032493406
SRR1076535	0.044278868630201	0.149951409135083	0.116386061005546	0.10823595626072	0.089103880376981	0.132826617655312
SRR1076584	0.0382468443197757	0.153212229946924	0.104540540042803	0.120363421955403	0.0981402922881363	0.110875329704248
SRR1076608	0.228708508648901	-0.0910009718172983	0.0552845971394874	-0.00892027587192684	0.0683939947800317	0.147725040686907
SRR1076657	0.182095605423095	0.261480152500561	0.137405203987437	0.0817476057747284	0.0875649675444337	0.126705342611819
SRR1076753	0.031841982234689	0.131536966434926	0.0989565628421883	0.131914665523156	0.0812731758316974	0.118051658342219
SRR1076779	0.0212365591397849	0.122959557449353	0.126284825041264	0.0868353344768439	0.0795402065422599	0.104676889836691
SRR1076847	0.0555656848994858	0.0128048142333856	0.146746874791378	0.00203687821612353	0.131916645982354	0.160112099444413
SRR1076892	0.0373340345956055	0.225694101816551	0.126266408736081	0.137105131503716	0.0925532715060435	0.121480582524272
SRR1076916	0.0327232351566152	0.272507288629738	0.159804802511984	0.114900478845054	0.117899451677686	0.120230512374432
SRR1076940	0.0308789153810192	0.164451670778201	0.127274701444836	0.112975271583762	0.0838357740821807	0.132272433918851
SRR1076964	0.0342484805984105	0.167536816924572	0.114874389288463	0.123012257004002	0.096748050033471	0.123604719681239
SRR1077038	0.0359022907900888	0.199278612543919	0.147564865679911	0.130994496855346	0.121967867861092	0.111421095459902
SRR1077115	0.0238230481533427	0.167390296778052	0.125179079384251	0.0964390365923384	0.0743503245556634	0.109529855771929
SRR1077139	0.0430750350631136	0.172150706436421	0.122227866478718	0.146516759576901	0.112132665418086	0.120376424041753
SRR1077159	0.0437949976624591	0.196282425057935	0.0939473278324854	0.131191037735849	0.0781246474264955	0.121055474493518
SRR1077183	0.0373913043478261	0.217241533976228	0.163551753270621	0.105444182389937	0.11944588607833	0.119213339693585
SRR1077239	0.0271458625525947	0.202133512745758	0.117976002019655	0.109392867352773	0.112660679498462	0.109463914922274
SRR1077263	0.0405434782608696	0.137381326156836	0.139775535933664	0.12909162378502	0.184427721491377	0.149151888433694
SRR1077288	0.0477290790088827	0.100014951035359	0.111468907521756	0.05729613350486	0.108360599017683	0.124046663673607
SRR1077429	0.0243712014960261	0.151472676982881	0.112942979282424	0.173255253001715	0.145220043474664	0.137314804422246
SRR1077479	0.0852910238429172	0.102142483366973	0.133139527299487	0.142871819611206	0.184151679942234	0.149704669173354
SRR1077503	0.0658917718560075	-0.0725999850489646	0.0821601251694876	0.0430067181246426	0.109991274981008	0.167340338964027
SRR1077599	0.0245839177185601	0.184075652238918	0.106783492544849	0.120412557175529	0.0607851764935954	0.119632835737135
SRR1077619	0.10450677886863	0.0997054646034238	0.103549896293181	0.128381396512293	0.182555603192154	0.152948397777653
SRR1077708	0.0365007012622721	0.0187381326156837	0.0974487278553522	0.0184793096054888	0.0963215771223985	0.123896543015882
SRR1077728	0.0467309490416082	0.0590461239440832	0.118335887316767	0.0724655160091481	0.132872637287422	0.132602138167125
SRR1077753	0.140653342683497	0.00318905584211704	0.0182025993080074	0.0159287449971413	0.0567776850117713	0.100636259049329
SRR1077781	0.0904873772791024	0.277807430664574	0.148485680939047	0.0798938679245284	0.0955400861971704	0.102897889892811
SRR1077826	0.100074801309023	0.230977797712492	0.11730917830283	0.0857856275014294	0.133795533692864	0.129484679274931
SRR1077850	0.0549894810659186	0.0729005008596846	0.137214902167216	0.139124142367067	0.206735940308836	0.151281637577866
SRR1077996	0.0334583917718559	0.217609329446064	0.11181728262813	0.137105131503716	0.0812476025001693	0.116542033784163
SRR1078090	0.0384396914446002	0.0522620916498467	0.104334891301595	0.101522298456261	0.14332761694158	0.12522798698019
SRR1078140	0.102845956054231	0.029348134858339	0.106234840119614	0.141125285877644	0.188634534527758	0.169811016330883
SRR1078164	0.0385565684899486	0.0682582043806533	0.093273598001217	0.12666166380789	0.137554061270694	0.135969330489926
SRR1078188	0.0420348293595139	0.237174254317111	0.107047459585802	0.13149478273299	0.0715793788689066	0.122371485493013
SRR1078258	0.0302547919588593	0.186488001794124	0.125924172398102	0.139177744425386	0.122850899955623	0.113675711319378
SRR1078538	0.104841047218326	0.114193765418255	0.125079324397844	0.078460012864494	0.193168535776339	0.158215247769235
SRR1078562	0.0144705469845722	0.19153547133139	0.107618365046467	0.126791202115495	0.0609769764800566	0.116542033784163
SRR1078612	0.15276180458158	0.0263758690289303	0.0346437557598913	0.0155222627215552	0.0468777970831359	0.105621106683877
SRR1078709	0.0317741935483871	0.182582791358301	0.124825332855533	0.10954027301315	0.0850715677204383	0.125021746450418
SRR1078759	0.0693840579710145	0.0863526949241236	0.0929620555052092	0.109629609777015	0.129912148084633	0.120944637746226
SRR1078783	0.0366199158485273	0.190764745458623	0.132362205751566	0.110661449399657	0.0928022354100383	0.126457012178012
SRR1078879	0.01041608228144	0.0392860880615983	0.106689108980788	0.0668775014293882	0.0849587441989906	0.140161484931814
SRR1078972	0.0855201028517999	0.270185392838454	0.134148587354291	0.086643260434534	0.130015945724365	0.119573909871486
SRR1078998	0.179257830762038	0.267675861553412	0.146512066900298	0.0831412592910235	0.0778290498003024	0.119896599135754
SRR1079118	0.0645920991117345	0.0825476564252074	0.15950016613042	0.139762900228702	0.202374935126475	0.150256046916213
SRR1079281	0.0121598877980365	0.0412506541077969	0.096313055702417	0.103161628073185	0.0699750283939196	0.120570037600314
SRR1079380	0.0302769985974755	0.205143156163564	0.123817040146778	0.108387828759291	0.0862223676392054	0.125268673887424
SRR1079408	0.0556474988312295	0.174506242057263	0.102992035715355	0.132481953973699	0.0911602770945686	0.110850075761827
SRR1079434	0.0609373539036934	0.181313448456306	0.207372584106882	0.148634040880503	0.197696519770442	0.135993181435546
SRR1079543	0.043039971949509	0.188898108694027	0.116896346128317	0.124329974271012	0.08213138675151	0.125608199113306
SRR1079706	0.0718326320710613	0.207877700530762	0.13202687552803	0.135653409090909	0.141029025731285	0.144524804983445
SRR1079730	0.0969565217391304	0.0227337968154294	0.0948236370207636	0.125125071469411	0.193616069078081	0.161733963746563
SRR1079754	0.0204464703132304	0.0486895417507662	0.0890785171498004	0.140410591766724	0.119827229580823	0.0984083001290756
SRR1079806	0.0267040673211781	0.177213874560813	0.119542155306236	0.130337871640938	0.078231453693466	0.131067259666648
SRR1079830	0.0467426367461431	0.179099947671376	0.123020534947625	0.0987528587764437	0.0945051184270896	0.1383417980807
SRR1079973	0.0195710612435718	0.204446437915826	0.118590646205128	0.130181532304174	0.0827699678829042	0.116480301924912
SRR1080048	0.0415825151940159	0.197689317485236	0.145138517472086	0.108365494568325	0.0886849290340049	0.132912200460183
SRR1080072	0.0833193080878916	0.290517305823428	0.154469445431337	0.0976942181246426	0.11270806537747	0.105208625624334
SRR1080143	0.111811594202899	0.0885572250878374	0.109648762692863	0.125982704402516	0.191901151552076	0.161816740557831
SRR1080148	0.0440065451145395	0.250580100171937	0.137154281829322	0.103277765866209	0.108636640566825	0.113428783882373
SRR1080172	-0.0131673679289388	0.0434409807879196	0.0677109990615358	0.101120283018868	0.0668490646930072	0.121785032830125
SRR1080196	0.0973877980364656	0.271631905509456	0.14352325403835	0.086924671240709	0.0884502561093937	0.10289648689601
SRR1080342	0.0272791023842917	0.215546086566495	0.104729307170926	0.125504752715838	0.0690807139472437	0.121338879847354
SRR1080415	0.0192566619915848	0.123248112431786	0.12180966288186	0.0869693396226415	0.081191942896255	0.0987366013805488
SRR1080484	0.0409957924263675	0.242106600882111	0.139605952456773	0.123150728987993	0.087780084391994	0.11306540771087
SRR1080580	0.0584502103786817	0.207367870225013	0.150016536307362	0.143724985706118	0.157207166550082	0.1352159212077
SRR1080648	0.0606743805516596	0.0450071017417957	0.129160838033967	0.17429155946255	0.192795465998751	0.166875947022841
SRR1080720	0.0665532959326788	0.266100769978321	0.152826557539827	0.081211585191538	0.101010522673767	0.100345838711488
SRR1080742	0.07825502571295	0.261335875009344	0.1277926600281	0.0844679102344197	0.127019352994712	0.129849458443235
SRR1080790	0.0182374941561477	0.134172086416984	0.108881416643582	0.150081296455117	0.115070589916586	0.125249031932207
SRR1080859	0.149956755493221	0.0227502429543246	0.034183348130323	0.0424438965122927	0.0627610924325503	0.106836101913688
SRR1080879	0.0660063113604488	0.0589698736637513	0.137014624848353	0.135126322184105	0.207183473610578	0.168057270329424
SRR1080903	0.0750280504908836	0.139643417806683	0.125365544474226	0.134719839908519	0.167950974419147	0.14948299567877
SRR1080927	0.0295091164095371	-0.0402167900127083	0.0472965247664774	0.0564787021154946	0.0449740881979075	0.146984258375891
SRR1080951	0.0820161290322581	0.0493922404126486	0.089690091951077	0.118576686678102	0.131315672691443	0.138204304394186
SRR1080998	0.0484887798036466	-0.0583972490094939	0.0722859162073461	0.0370211549456833	0.109943889102	0.166352629216005
SRR1081116	0.0396680691912108	0.102146968677581	0.118636686968085	0.110616781017724	0.133940699957127	0.141119731747012
SRR1081160	0.031611734455353	0.178705240337893	0.126441363635317	0.108821112064037	0.0695914284209972	0.130369970256468
SRR1081184	-0.00919004207573632	0.0236345966958212	0.0981063434195856	0.0657518582046884	0.0900673932501448	0.102635529490993
SRR1081283	0.0140918653576437	0.143287732675488	0.143197899313456	0.103228630646083	0.122362750186159	0.135196279252483
SRR1081332	0.0477267414679757	0.13827764072662	0.115209719511999	0.131432246998285	0.123184857579108	0.13693459228913
SRR1081381	0.0295769050958392	0.212890782686701	0.114881295402907	0.127461227844483	0.0665888184368677	0.13205496941467
SRR1081401	0.12502688172043	0.0365590192120805	0.0528198816291985	0.0304191680960549	0.0629416100668667	0.106763146080027
SRR1081449	0.0944623655913978	0.111660312476639	0.0875538005498802	0.0758156446540881	0.0887037329542464	0.108817133396936
SRR1081473	0.0285752688172043	0.237130148762802	0.118196997681848	0.116379002287021	0.099797293739799	0.111565604130423
SRR1081543	0.0233625525946705	0.257743141212529	0.159708884255824	0.115159555460263	0.0855469308241382	0.114861243616365
SRR1081614	0.15843618513324	0.0145039994019586	0.0303136220038014	0.0175278730703259	0.0516637708629495	0.105145490768281
SRR1081663	0.147000935016363	0.0185026538087762	0.0368644552265091	0.0233794311034877	0.0535268632804566	0.10507253493462
SRR1081688	0.141112669471716	0.018787471032369	0.0505308883641947	0.0473172169811321	0.0851309881084009	0.111411274482294
SRR1081741	0.00698690977092098	0.0457411975779323	0.156255827034062	0.0440296240708976	0.0934325428165264	0.149139261462484
SRR1081765	0.0270009350163628	0.169092472153697	0.152818884079334	0.134505431675243	0.124306323382299	0.139162551209383
SRR1081789	0.0314188873305283	0.207645211930926	0.128675107984773	0.141089551172098	0.105546780392776	0.132077417363488
SRR1081886	0.0359490416082281	0.19563205501981	0.168664579996977	0.127997248427673	0.169488382938075	0.133832566361749
SRR1081910	0.02270804114072	0.257136876728713	0.157625539732027	0.0949069110920526	0.110693789441223	0.101861075256748
SRR1081961	0.0435518934081347	0.253978470509083	0.140102425350658	0.106257146941109	0.0994979353295575	0.118422049497727
SRR1082035	0.0580025712949976	0.0857479255438439	0.103081047857071	0.0508683533447685	0.117894938736828	0.137689404568158
SRR1082059	0.0420219728845255	0.187918068326232	0.123817040146778	0.108026014865637	0.115940835345353	0.108884477243392
SRR1082104	0.0639749883122954	0.17190177169769	0.155912823350033	0.138337978845054	0.184611999909741	0.139120461305348
SRR1082128	0.0518326320710613	0.188377065111759	0.114325736863228	0.129337299885649	0.0918056276372499	0.117465205679331
SRR1082151	-0.00444483403459561	0.057145847349929	0.159410386642654	0.116410270154374	0.0996769486502547	0.100575930186879
SRR1082173	0.0349462365591398	0.199277864992151	0.150740910977883	0.139923706403659	0.0932384863596363	0.131499382681408
SRR1082197	0.0848153342683496	0.256376616580698	0.133831673435938	0.0641482632933105	0.123303698355033	0.111484230315955
SRR1082238	0.0606778868630201	0.108220826792255	0.106240978888008	0.136359169525443	0.117837022662485	0.133093187047533
SRR1082328	0.00959443665264148	0.02712715855573	0.0844798122764625	0.0521503359062321	0.064564764462095	0.133902716201807
SRR1082376	0.0355364656381487	0.210037377588398	0.141794423389321	0.113252215551744	0.10830268294334	0.116391913126438
SRR1082447	0.040680224403927	0.116199446811692	0.0912032983602582	0.111117066895369	0.107570082210739	0.136119451147651
SRR1082471	0.0562061711079944	0.13769156014054	0.0962079292936657	0.0594759505431676	0.0805134974539492	0.109228211459678
SRR1082544	0.0392286115007012	0.0425857815653734	0.0864296385876843	0.166371855345912	0.136076073139728	0.105294208429205
SRR1082568	0.0764107059373539	0.083041788143829	0.129682633347478	0.120707368496284	0.196315559867921	0.158716117627252
SRR1082592	0.0224871435250117	0.194175824175824	0.123261481607099	0.135666809605489	0.0901696865762573	0.120122481620742
SRR1082640	0.204483403459561	0.255060177917321	0.114500691762463	0.076802815894797	0.0847413708810013	0.130884870082496
SRR1082664	0.0308824216923796	0.041567616057412	0.106427443977983	0.0273951186392224	0.0903080834292334	0.123171193669678
